"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Gray, Josiah",680686,"WSH","SL","Slider",0.3,2,"693",24.6,"187","0.239","0.405","0.33",34.8,23.5,20.8,"0.256","0.432","0.345",33.6
"Flaherty, Jack",656427,"BAL","SL","Slider",-0.8,-5,"647",24.6,"187","0.339","0.558","0.41",26.5,15,14.9,"0.324","0.518","0.394",43.6
"Hendricks, Kyle",543294,"CHC","SIFT","Sinker",0.1,1,"739",35.1,"187","0.318","0.46","0.352",8,6.4,9.5,"0.327","0.487","0.366",39.5
"Ferguson, Caleb",657571,"LAD","FF","4-Seamer",-0.4,-3,"708",66.5,"186","0.277","0.34","0.344",26,24.7,22.4,"0.249","0.329","0.313",42.1
"Richards, Trevor",670950,"TOR","CH","Changeup",1,8,"765",56.6,"185","0.165","0.353","0.257",47.8,42.2,26.6,"0.166","0.301","0.238",24.7
"Hicks, Jordan",663855,"TOR","SIFT","Sinker",1.6,12,"717",64.4,"185","0.259","0.354","0.331",17.9,16.2,24,"0.24","0.336","0.313",34.6
"Lynn, Lance",458681,"LAD","FC","Cutter",-0.9,-6,"736",23.2,"185","0.27","0.506","0.352",26.7,18.4,17.1,"0.267","0.493","0.344",35.5
"Quantrill, Cal",615698,"CLE","SIFT","Sinker",-0.1,-1,"708",41.4,"185","0.277","0.428","0.362",16.9,12.4,13.1,"0.307","0.538","0.404",41.7
"Flexen, Chris",623167,"COL","FF","4-Seamer",-2.9,-21,"721",41.1,"185","0.383","0.74","0.504",17.3,12.4,14.6,"0.348","0.645","0.462",53.3
"Taillon, Jameson",592791,"CHC","FF","4-Seamer",-1.1,-9,"858",33.9,"185","0.263","0.556","0.396",20.3,22.2,15.4,"0.288","0.605","0.419",53.8
"Vasquez, Andrew",607755,"DET","SL","Slider",1,7,"698",81.8,"185","0.247","0.37","0.326",17.9,20,18.9,"0.214","0.324","0.284",26
"Ober, Bailey",641927,"MIN","CH","Changeup",1.2,8,"652",28,"185","0.226","0.35","0.268",29.8,24.9,19.6,"0.225","0.344","0.263",26.7
"Rodón, Carlos",607074,"NYY","FF","4-Seamer",-0.9,-6,"685",60.5,"184","0.294","0.55","0.392",21.8,15.8,14.2,"0.284","0.55","0.391",46.7
"Verlander, Justin",434378,"HOU","SL","Slider",1.4,9,"659",25.3,"184","0.201","0.325","0.267",29.2,30.4,21.1,"0.184","0.286","0.241",34.2
"Brown, Hunter",686613,"HOU","CUKC","Curveball",-1.5,-10,"646",23.8,"184","0.247","0.374","0.306",30.3,36.4,21.5,"0.229","0.381","0.29",49.1
"Sánchez, Cristopher",650911,"PHI","SIFT","Sinker",1,7,"675",46.2,"183","0.297","0.523","0.381",10.7,11.5,15.8,"0.308","0.5","0.365",51.3
"Valdez, Framber",664285,"HOU","CUKC","Curveball",1.2,9,"718",24.3,"183","0.162","0.216","0.204",39.7,45.9,26.9,"0.176","0.251","0.226",38.8
"Sandoval, Patrick",663776,"LAA","SL","Slider",-0.6,-4,"681",26,"183","0.267","0.323","0.323",28.3,18.6,15.5,"0.281","0.377","0.33",33.8
"Irvin, Jake",663623,"WSH","SIFT","Sinker",-1.1,-7,"621",28.9,"182","0.354","0.551","0.425",9.2,10.4,14.4,"0.335","0.534","0.41",47.6
"Rea, Colin",607067,"MIL","SIFT","Sinker",0.3,2,"603",29.9,"182","0.253","0.42","0.337",13.5,15.4,15.4,"0.282","0.437","0.344",45.3
"Lange, Alex",656638,"DET","CUKC","Curveball",1.3,9,"670",58.5,"181","0.178","0.276","0.283",48.4,34.3,30,"0.179","0.26","0.264",26.1
"Williams, Gavin",668909,"CLE","FF","4-Seamer",1,8,"767",55.3,"181","0.25","0.404","0.334",24.9,20.4,17.3,"0.27","0.428","0.351",45.8
"Johnson, Pierce",572955,"ATL","CUKC","Curveball",0.8,5,"638",58.9,"181","0.229","0.406","0.301",40,39.8,32.4,"0.205","0.339","0.265",44.9
"Curry, Xzavion",675540,"CLE","FF","4-Seamer",0.5,3,"724",48.4,"180","0.281","0.475","0.366",19,15.6,16.4,"0.302","0.518","0.383",53.4
"Kelly, Merrill",518876,"AZ","CH","Changeup",2.5,16,"648",23.1,"180","0.18","0.234","0.218",32,28.3,22,"0.235","0.329","0.277",35.3
"Civale, Aaron",650644,"TB","FC","Cutter",1.3,10,"751",37.4,"179","0.263","0.413","0.316",23.3,17.3,19.1,"0.272","0.438","0.328",42.3
"Pérez, Eury",691587,"MIA","FF","4-Seamer",0.4,3,"697",45.4,"179","0.289","0.585","0.402",18.7,18.4,17.6,"0.278","0.549","0.386",50.4
"Stratton, Chris",608717,"TEX","FF","4-Seamer",1.4,10,"741",54.6,"178","0.188","0.286","0.259",24.6,30.3,23.4,"0.202","0.369","0.298",45.6
"Greene, Hunter",668881,"CIN","SL","Slider",0.2,1,"838",40.1,"178","0.224","0.406","0.303",39.5,37.6,22,"0.175","0.279","0.226",34
"Lugo, Seth",607625,"SD","CUKC","Curveball",-0.7,-5,"698",29.4,"177","0.28","0.375","0.32",26.4,19.8,16.5,"0.291","0.446","0.335",41
"Walker, Taijuan",592836,"PHI","SIFT","Sinker",0.7,5,"664",23.4,"177","0.271","0.426","0.352",10,16.4,22.1,"0.286","0.459","0.364",41.7
"Castillo, Luis",622491,"SEA","SIFT","Sinker",1.2,7,"574",17.9,"177","0.239","0.337","0.294",13.6,15.8,19.7,"0.292","0.425","0.339",47.8
"Cole, Gerrit",543037,"NYY","SL","Slider",1.4,10,"683",20.8,"176","0.185","0.25","0.219",32.9,29.5,18.6,"0.23","0.318","0.255",32.5
"Pfaadt, Brandon",694297,"AZ","FF","4-Seamer",-1.4,-10,"731",45.3,"176","0.325","0.65","0.427",17.5,14.8,13.3,"0.287","0.548","0.377",49.6
"Kershaw, Clayton",477132,"LAD","FF","4-Seamer",0.3,2,"747",36.9,"176","0.281","0.451","0.365",9.7,14.2,16.9,"0.281","0.464","0.368",34.4
"Scholtens, Jesse",669947,"CWS","FF","4-Seamer",0,0,"629",43.5,"175","0.266","0.462","0.354",14,10.9,11.9,"0.269","0.468","0.351",37.4
"Eflin, Zach",621107,"TB","CUKC","Curveball",1.5,10,"683",26.5,"175","0.182","0.335","0.238",34.9,36.6,24.9,"0.183","0.29","0.217",24.5
"Snell, Blake",605483,"SD","CUKC","Curveball",3.5,22,"627",19.8,"175","0.079","0.14","0.138",56.3,62.3,33.5,"0.099","0.164","0.149",30.9
"López, Reynaldo",625643,"CLE","FF","4-Seamer",0.8,6,"775",64.3,"174","0.188","0.319","0.302",27.1,26.4,18.5,"0.226","0.39","0.338",41.8
"Waldichuk, Ken",686610,"OAK","ST","Sweeper",-1.3,-9,"691",27.1,"174","0.218","0.423","0.325",32.8,33.9,21.5,"0.194","0.319","0.269",34
"Montgomery, Jordan",656756,"TEX","CH","Changeup",-0.2,-1,"671",23,"173","0.239","0.405","0.302",39.2,23.1,20.8,"0.232","0.392","0.289",27.4
"Wood, Alex",622072,"SF","SIFT","Sinker",0.2,2,"762",44.6,"173","0.234","0.433","0.355",24.2,22.5,17,"0.217","0.375","0.331",41.3
"Heaney, Andrew",571760,"TEX","SL","Slider",-1.5,-10,"655",25.2,"172","0.259","0.443","0.347",29.6,30.8,20.2,"0.218","0.341","0.277",43.8
"Bello, Brayan",678394,"BOS","CH","Changeup",1.4,9,"626",23.9,"172","0.196","0.291","0.254",38.7,33.1,25.7,"0.169","0.25","0.218",25
"Berríos, José",621244,"TOR","CH","Changeup",-0.1,-1,"543",18.5,"171","0.245","0.409","0.314",33,26.9,24.3,"0.234","0.347","0.282",25.7
"Irvin, Jake",663623,"WSH","FF","4-Seamer",0.6,5,"765",35.6,"171","0.201","0.349","0.295",19.2,21.6,12.7,"0.221","0.436","0.332",35.7
"Dunning, Dane",641540,"TEX","SL","Slider",0.3,2,"630",23.4,"170","0.212","0.364","0.264",34.5,31.2,21.7,"0.242","0.396","0.286",41.1
"Scott, Tanner",656945,"MIA","SL","Slider",2.5,16,"636",52.6,"170","0.173","0.237","0.224",40.3,38.2,29.8,"0.181","0.23","0.215",25.8
"Kopech, Michael",656629,"CWS","SL","Slider",-1.1,-7,"660",27.2,"169","0.258","0.516","0.359",27.4,26.6,21.3,"0.244","0.468","0.32",43.5
"Bieber, Shane",669456,"CLE","FF","4-Seamer",0.7,5,"687",35.2,"169","0.257","0.434","0.331",9.3,14.2,17.3,"0.311","0.505","0.38",62
"Canning, Griffin",656288,"LAA","SL","Slider",-0.2,-1,"624",28.7,"169","0.261","0.344","0.297",34,33.1,22.6,"0.219","0.304","0.26",41.6
"Nola, Aaron",605400,"PHI","SIFT","Sinker",-0.4,-2,"582",18.9,"168","0.279","0.416","0.342",10.6,21.4,21.8,"0.285","0.431","0.331",45.5
"Brown, Hunter",686613,"HOU","SL","Slider",-0.5,-3,"639",23.5,"168","0.297","0.506","0.365",20.8,14.9,18.5,"0.284","0.484","0.351",41.4
"Ohtani, Shohei",660271,"LAA","FF","4-Seamer",1.7,11,"686",32.8,"168","0.165","0.237","0.278",27.1,29.8,23.7,"0.215","0.371","0.324",38.9
"Sears, JP",676664,"OAK","ST","Sweeper",-1.3,-9,"640",22.3,"168","0.239","0.51","0.349",30,23.2,17.5,"0.228","0.437","0.31",26.5
"Díaz, Alexis",664747,"CIN","SL","Slider",2.8,16,"598",51.5,"168","0.153","0.229","0.237",37.9,33.9,28.1,"0.177","0.246","0.251",38.2
"Javier, Cristian",664299,"HOU","SL","Slider",-0.2,-2,"864",30,"168","0.211","0.367","0.3",28.7,26.8,17.8,"0.202","0.329","0.278",33.7
"Hoeing, Bryan",663773,"MIA","SIFT","Sinker",-1.1,-6,"580",51.6,"167","0.279","0.558","0.401",16.3,15.6,21.8,"0.283","0.518","0.384",48.8
"Abreu, Bryan",650556,"HOU","SL","Slider",2.3,14,"626",51.7,"167","0.166","0.29","0.263",43.9,39.5,30,"0.186","0.337","0.279",34.6
"Sale, Chris",519242,"BOS","FF","4-Seamer",0.6,4,"719",43.1,"167","0.252","0.437","0.332",23.4,23.4,18.2,"0.234","0.435","0.321",39.8
"Alexander, Scott",518397,"SF","SIFT","Sinker",1.1,6,"526",75.8,"166","0.306","0.389","0.337",14.6,9.6,13.8,"0.28","0.393","0.314",34.8
"Swanson, Erik",657024,"TOR","FS","Splitter",2.9,15,"503",47.5,"166","0.162","0.266","0.227",34.3,34.9,27.9,"0.169","0.304","0.238",38.5
"De Los Santos, Enyel",660853,"CLE","FF","4-Seamer",0.4,2,"634",60.5,"166","0.25","0.351","0.305",18.8,21.7,17.3,"0.262","0.416","0.332",38.1
"Houck, Tanner",656557,"BOS","SL","Slider",1.2,8,"667",38.3,"166","0.178","0.301","0.259",38.7,29.5,22.4,"0.206","0.362","0.286",32
"Woo, Bryan",693433,"SEA","FF","4-Seamer",1,7,"679",46.9,"166","0.207","0.407","0.312",30.3,31.3,24.2,"0.188","0.351","0.287",39.4
"Hader, Josh",623352,"SD","SIFT","Sinker",1.5,12,"765",73.4,"165","0.19","0.27","0.282",27.9,29.1,19.3,"0.185","0.267","0.278",26.7
"Bednar, David",670280,"PIT","FF","4-Seamer",1.8,12,"641",58,"165","0.188","0.315","0.253",30.3,29.1,21.1,"0.18","0.331","0.256",44.8
"Alcantara, Sandy",645261,"MIA","FF","4-Seamer",-0.1,-1,"579",21.3,"165","0.253","0.448","0.312",26.7,30.9,22.6,"0.235","0.399","0.288",47.7
"Falter, Bailey",663559,"PIT","FF","4-Seamer",-0.5,-3,"571",44.1,"165","0.307","0.438","0.347",15.3,18.8,17.1,"0.266","0.375","0.305",40.7
"Montgomery, Jordan",656756,"TEX","CUKC","Curveball",0.6,4,"647",22.2,"165","0.191","0.357","0.245",37.1,33.3,20.9,"0.206","0.362","0.261",37.1
"Rodriguez, Grayson",680570,"BAL","CH","Changeup",1.6,8,"471",22.4,"165","0.201","0.318","0.26",28.3,24.2,18.2,"0.215","0.3","0.254",35.1
"Pérez, Martín",527048,"TEX","CH","Changeup",-1.2,-7,"588",26.5,"164","0.316","0.447","0.351",27.8,15.2,14.8,"0.273","0.377","0.3",29.8
"Thompson, Zack",668868,"STL","FF","4-Seamer",-0.3,-2,"627",53.7,"164","0.327","0.476","0.374",20.6,22,19.9,"0.3","0.467","0.362",52.6
"Eovaldi, Nathan",543135,"TEX","FS","Splitter",0.4,3,"617",27.6,"164","0.196","0.314","0.257",35.5,26.2,21.1,"0.2","0.306","0.255",50
"Sandoval, Patrick",663776,"LAA","FF","4-Seamer",-1.6,-11,"668",25.5,"163","0.338","0.511","0.429",15.6,11.7,10.9,"0.305","0.491","0.407",44.3
"Eflin, Zach",621107,"TB","FC","Cutter",-0.7,-5,"672",26.1,"163","0.307","0.588","0.391",16.7,5.5,15,"0.279","0.595","0.38",39.9
"Lawrence, Justin",664875,"COL","ST","Sweeper",2.4,14,"576",48.7,"163","0.149","0.236","0.214",36.4,38.7,30.4,"0.159","0.257","0.221",25.3
"Cabrera, Edward",665795,"MIA","CH","Changeup",1.6,9,"565",31.4,"163","0.186","0.3","0.283",36.3,27.6,23.9,"0.17","0.242","0.252",26.3
"Sale, Chris",519242,"BOS","SL","Slider",0.4,2,"627",37.5,"163","0.162","0.358","0.257",38.9,45.4,29.1,"0.16","0.31","0.251",32
"Hernández, Carlos",672578,"KC","FF","4-Seamer",-0.1,-1,"692",55.3,"163","0.272","0.507","0.402",25.4,21.5,15.9,"0.271","0.477","0.381",49.5
"Wells, Tyler",669330,"BAL","FF","4-Seamer",1,7,"718",37.7,"162","0.2","0.467","0.304",26.6,29,21.8,"0.214","0.508","0.326",54.8
"Brash, Matt",666374,"SEA","SL","Slider",2.3,15,"659",50.5,"161","0.162","0.216","0.2",48.5,44.1,30.5,"0.152","0.239","0.206",26.6
"Henry, Tommy",674072,"AZ","FF","4-Seamer",-0.5,-3,"681",49,"161","0.292","0.523","0.42",15.5,10.6,13.1,"0.278","0.516","0.406",40.7
"Poche, Colin",621363,"TB","FF","4-Seamer",0.8,5,"603",65,"160","0.234","0.365","0.307",22,18.1,18,"0.22","0.321","0.29",32.1
"Assad, Javier",665871,"CHC","SIFT","Sinker",2.3,12,"526",30.8,"160","0.219","0.336","0.272",14.1,23.1,30.6,"0.264","0.393","0.314",46.8
"Schmidt, Clarke",657376,"NYY","ST","Sweeper",-0.3,-2,"742",27.4,"160","0.276","0.559","0.391",26.3,22.5,18.8,"0.267","0.478","0.345",37.8
"Lawrence, Justin",664875,"COL","SIFT","Sinker",-1.1,-7,"607",51.3,"159","0.333","0.488","0.422",11.5,9.4,18.8,"0.289","0.417","0.378",49.2
"Mayza, Tim",641835,"TOR","SIFT","Sinker",2.2,14,"619",76.5,"159","0.26","0.349","0.299",21,23.3,25,"0.251","0.346","0.292",38.2
"Gonsolin, Tony",664062,"LAD","FF","4-Seamer",1.1,7,"657",39.5,"158","0.221","0.436","0.322",15.7,14.6,16.3,"0.259","0.54","0.368",49.2
"Peralta, Freddy",642547,"MIL","SL","Slider",-0.2,-1,"617",21.7,"158","0.204","0.394","0.298",45.8,34.8,25,"0.222","0.374","0.3",35.6
"Bradish, Kyle",680694,"BAL","SIFT","Sinker",1.2,6,"544",20.6,"158","0.23","0.367","0.315",15,19.6,23.7,"0.243","0.365","0.313",42.2
"Wainwright, Adam",425794,"STL","CUKC","Curveball",-0.7,-4,"548",30.7,"157","0.291","0.475","0.361",15.3,11.5,9.7,"0.316","0.545","0.39",32.5
"Bautista, Félix",642585,"BAL","FF","4-Seamer",2.4,17,"696",70.4,"157","0.157","0.246","0.258",37.8,37.6,32.6,"0.173","0.304","0.275",34.7
"López, Pablo",641154,"MIN","ST","Sweeper",0.9,6,"646",21.4,"157","0.173","0.287","0.215",36.6,36.3,22.8,"0.175","0.262","0.207",22.3
"Jax, Griffin",643377,"MIN","ST","Sweeper",1.1,6,"553",52.8,"157","0.197","0.32","0.27",28.6,29.9,22.7,"0.194","0.307","0.245",32
"Wheeler, Zack",554430,"PHI","SIFT","Sinker",1,6,"575",18.2,"156","0.25","0.306","0.28",19.4,18.6,19.3,"0.243","0.29","0.269",28.7
"Curry, Xzavion",675540,"CLE","SL","Slider",0.3,2,"539",36.1,"156","0.238","0.361","0.276",23.2,17.9,16.8,"0.252","0.425","0.305",40.5
"Santos, Gregory",666619,"CWS","SL","Slider",3.1,17,"551",52.6,"156","0.196","0.203","0.223",37.5,30.8,26.7,"0.201","0.254","0.223",29
"Vesia, Alex",681911,"LAD","FF","4-Seamer",0.3,2,"583",68.3,"156","0.271","0.417","0.333",28,28.2,23.7,"0.229","0.388","0.296",44
"Matz, Steven",571927,"STL","CH","Changeup",0.4,2,"511",27.4,"155","0.291","0.405","0.326",28.9,21.9,16.5,"0.271","0.388","0.303",36
"Pagán, Emilio",641941,"MIN","FF","4-Seamer",1.3,7,"584",55,"155","0.188","0.326","0.265",24.6,28.4,24.3,"0.208","0.41","0.306",47.9
"Farmer, Buck",571656,"CIN","FF","4-Seamer",0.3,2,"526",43,"155","0.242","0.477","0.352",17.3,17.4,17.8,"0.24","0.466","0.345",41.3
"Wacha, Michael",608379,"SD","FF","4-Seamer",1.9,12,"637",28.7,"155","0.188","0.323","0.282",16.7,22.6,16.8,"0.247","0.451","0.35",46.5
"Wainwright, Adam",425794,"STL","SIFT","Sinker",-4.1,-23,"560",31.4,"154","0.394","0.746","0.499",9.3,14.3,18.2,"0.335","0.632","0.432",49.2
"Castillo, Luis",622491,"SEA","SL","Slider",0.3,2,"710",22.1,"154","0.234","0.455","0.311",37.8,33.1,25.1,"0.207","0.347","0.259",39.6
"Rogers, Tyler",643511,"SF","SL","Slider",0.3,2,"549",48.8,"153","0.187","0.338","0.27",33.4,29.4,23.9,"0.164","0.26","0.227",19.8
"Cano, Yennier",666974,"BAL","SIFT","Sinker",3,17,"566",55.7,"153","0.241","0.348","0.291",13.7,11.8,17,"0.254","0.341","0.296",43.5
"Harvey, Hunter",640451,"WSH","FF","4-Seamer",0.8,5,"578",60,"153","0.216","0.396","0.297",26.5,32,25.3,"0.221","0.427","0.307",45.7
"Glasnow, Tyler",607192,"TB","SL","Slider",0.9,6,"660",34.8,"152","0.254","0.373","0.305",38.2,19.1,28.2,"0.274","0.484","0.351",43.9
"Lambert, Peter",663567,"COL","FF","4-Seamer",0.2,1,"646",44.6,"152","0.271","0.586","0.4",16.7,12.5,12.8,"0.279","0.577","0.403",51.8
"Mikolas, Miles",571945,"STL","CUKC","Curveball",-0.8,-5,"639",20,"152","0.261","0.387","0.314",19.8,19.1,13.5,"0.262","0.44","0.325",41.2
"Strahm, Matt",621381,"PHI","FF","4-Seamer",1.3,8,"616",45.1,"152","0.187","0.374","0.271",31.3,39.5,28,"0.18","0.347","0.266",43.8
"Rogers, Tyler",643511,"SF","SIFT","Sinker",1.7,10,"572",50.9,"152","0.273","0.367","0.307",11.5,9.9,11.4,"0.266","0.334","0.289",32.3
"Moreta, Dauri",664294,"PIT","SL","Slider",1.1,7,"623",64.8,"152","0.162","0.265","0.24",40.8,38.2,29.4,"0.166","0.243","0.218",27.2
"Smith, Drew",622098,"NYM","FF","4-Seamer",1.3,8,"663",61.3,"152","0.169","0.339","0.304",24,25,17.3,"0.198","0.382","0.327",44.3
"Canning, Griffin",656288,"LAA","FF","4-Seamer",-0.2,-1,"730",33.5,"151","0.234","0.496","0.34",28.2,26.5,19,"0.243","0.508","0.348",49
"Williams, Devin",642207,"MIL","CH","Changeup",2.6,14,"549",57.9,"151","0.097","0.187","0.21",42.2,37.7,30.8,"0.153","0.257","0.234",24.7
"Manning, Matt",666159,"DET","FF","4-Seamer",1.3,7,"563",47.6,"151","0.214","0.366","0.294",18.2,23.2,19.9,"0.257","0.475","0.351",52.5
"Castillo, Luis",622491,"SEA","CH","Changeup",-1.9,-9,"500",15.6,"151","0.28","0.42","0.326",32.5,23.2,17.4,"0.261","0.404","0.299",27.3
"Gibson, Kyle",502043,"BAL","CH","Changeup",-0.4,-2,"517",17,"151","0.288","0.453","0.344",29.1,18.5,17.6,"0.264","0.417","0.321",42.9
"Houck, Tanner",656557,"BOS","SIFT","Sinker",-0.1,0,"516",29.7,"150","0.306","0.507","0.395",18.6,14,20.4,"0.272","0.431","0.342",50.9
"Hudson, Dakota",641712,"STL","SIFT","Sinker",0.4,2,"501",38,"150","0.304","0.519","0.385",7.6,2,4.4,"0.322","0.559","0.408",51.5
"Okert, Steven",595345,"MIA","SL","Slider",1.2,7,"625",61.3,"150","0.194","0.373","0.281",34.3,34,26.2,"0.183","0.354","0.272",36.5
"Romano, Jordan",605447,"TOR","SL","Slider",1.5,8,"496",54.2,"150","0.216","0.338","0.275",38.6,29.3,28.9,"0.216","0.352","0.273",36.5
"Cuas, Jose",621016,"CHC","SIFT","Sinker",0.9,5,"585",49.7,"149","0.302","0.381","0.367",17,12.1,15.9,"0.296","0.449","0.379",41.7
"Anderson, Tyler",542881,"LAA","FC","Cutter",-0.4,-2,"545",22.4,"149","0.239","0.366","0.294",26.8,18.8,18.5,"0.249","0.408","0.316",30
"Bibee, Tanner",676440,"CLE","SL","Slider",1.2,8,"629",27,"149","0.206","0.355","0.251",31.7,28.2,19.2,"0.193","0.308","0.229",23.5
"Maeda, Kenta",628317,"MIN","FS","Splitter",1.5,8,"542",31.9,"149","0.182","0.263","0.237",35,31.5,21.7,"0.204","0.292","0.247",40.2
"Topa, Justin",623437,"SEA","SIFT","Sinker",2.2,10,"467",44.6,"148","0.263","0.321","0.287",12.2,19.6,22.3,"0.261","0.342","0.296",41.3
"Luzardo, Jesús",666200,"MIA","CH","Changeup",-0.5,-3,"608",21.1,"148","0.264","0.45","0.354",36.2,21.6,18,"0.227","0.389","0.313",29.3
"Crawford, Kutter",676710,"BOS","FC","Cutter",0,0,"595",28.3,"148","0.287","0.426","0.346",24.2,10.8,17.2,"0.238","0.373","0.297",27.5
"Irvin, Jake",663623,"WSH","CUKC","Curveball",0.3,2,"656",30.6,"147","0.197","0.362","0.297",25.7,25.2,16.5,"0.206","0.351","0.291",33.7
"Gilbert, Logan",669302,"SEA","FS","Splitter",0.7,3,"431",14.8,"147","0.175","0.343","0.222",34.7,46.3,24.9,"0.164","0.255","0.185",31.2
"Pfaadt, Brandon",694297,"AZ","ST","Sweeper",1.7,8,"435",27,"147","0.18","0.323","0.264",33.7,32,25.1,"0.181","0.32","0.249",36
"Keller, Mitch",656605,"PIT","ST","Sweeper",-0.4,-2,"502",16.1,"147","0.219","0.321","0.284",27.2,27.9,16.3,"0.256","0.393","0.307",30.2
"Ragans, Cole",666142,"KC","FF","4-Seamer",-0.7,-4,"636",40.1,"147","0.234","0.411","0.341",27.9,32.7,22.4,"0.187","0.352","0.302",52.6
"Martínez, Adrián",661309,"OAK","SIFT","Sinker",0.1,0,"558",59.2,"147","0.271","0.419","0.332",13.9,17.7,16.5,"0.281","0.46","0.357",36.8
"Jansen, Kenley",445276,"BOS","FC","Cutter",0.7,4,"568",78.8,"147","0.239","0.358","0.297",27.5,28.6,26.4,"0.208","0.339","0.275",37
"Abreu, Albert",656061,"NYY","SIFT","Sinker",-1.1,-6,"567",54.3,"146","0.294","0.471","0.412",19.7,21.2,23.7,"0.238","0.399","0.352",48.9
"Thompson, Mason",666168,"WSH","SIFT","Sinker",-2.1,-11,"509",56.9,"146","0.369","0.541","0.433",12.1,11,17.6,"0.303","0.468","0.39",41.3
"Harris, Hogan",663687,"OAK","FF","4-Seamer",-0.6,-3,"520",46.9,"145","0.252","0.445","0.379",21.8,21.4,19,"0.24","0.435","0.356",51.7
"King, Michael",650633,"NYY","SIFT","Sinker",0.7,4,"563",33.5,"145","0.273","0.398","0.348",15.7,26.2,33,"0.263","0.444","0.34",41.9
"Freeland, Kyle",607536,"COL","CUKC","Curveball",-1.5,-6,"424",17.6,"145","0.261","0.41","0.316",32,33.8,20.9,"0.223","0.377","0.288",37.2
"Merryweather, Julian",657240,"CHC","FF","4-Seamer",0.1,0,"502",40.9,"145","0.248","0.372","0.365",20.6,21.4,22.6,"0.241","0.433","0.381",54.2
"Diekman, Jake",518617,"TB","FF","4-Seamer",0.8,5,"574",57.6,"144","0.175","0.228","0.306",25.5,30.6,23.9,"0.178","0.234","0.284",29.6
"Maeda, Kenta",628317,"MIN","SL","Slider",-1.1,-6,"521",30.6,"144","0.237","0.55","0.36",27.6,29.2,25.5,"0.205","0.435","0.307",37.1
"Burke, Brock",656271,"TEX","FF","4-Seamer",1,6,"590",64.6,"144","0.234","0.423","0.298",19.9,19.4,15.2,"0.228","0.375","0.272",35.1
"Jiménez, Joe",641729,"ATL","FF","4-Seamer",0.8,4,"582",62.2,"144","0.237","0.443","0.326",26.3,27.8,22.7,"0.229","0.435","0.312",46.2
"Nardi, Andrew",677053,"MIA","FF","4-Seamer",1.5,9,"582",61.4,"144","0.228","0.341","0.311",24.8,25,18.3,"0.207","0.308","0.288",34.1
"García, Luis",472610,"SD","SIFT","Sinker",-0.2,-1,"442",43.8,"144","0.331","0.441","0.393",14.7,6.9,13.7,"0.314","0.431","0.366",42.4
"Manoah, Alek",666201,"TOR","SIFT","Sinker",0.3,1,"476",28.2,"143","0.25","0.379","0.359",12.9,15.4,15.4,"0.288","0.466","0.394",45.7
"Bernardino, Brennan",657514,"BOS","SIFT","Sinker",2.6,12,"483",55.8,"143","0.252","0.362","0.321",18.5,24.5,29.4,"0.263","0.402","0.332",38
"Sheehan, Emmet",686218,"LAD","FF","4-Seamer",-0.6,-4,"619",60,"143","0.24","0.504","0.362",20.2,11.9,10.2,"0.23","0.504","0.366",46.2
"Sewald, Paul",623149,"AZ","FF","4-Seamer",1.2,7,"593",57.2,"143","0.22","0.323","0.282",28.4,32.9,24,"0.198","0.318","0.269",31.7
"Sánchez, Cristopher",650911,"PHI","CH","Changeup",0.9,4,"477",32.7,"143","0.148","0.274","0.218",43,40.6,27.8,"0.167","0.267","0.212",23.1
"Gibson, Kyle",502043,"BAL","ST","Sweeper",2.1,12,"562",18.5,"143","0.147","0.228","0.184",46.7,40.6,24.5,"0.183","0.343","0.244",29.6
"Heaney, Andrew",571760,"TEX","CH","Changeup",-0.6,-2,"441",16.9,"142","0.274","0.452","0.347",24,10.6,15.8,"0.303","0.518","0.364",31.4
"McHugh, Collin",543521,"ATL","ST","Sweeper",-1.5,-7,"488",47.9,"142","0.262","0.408","0.34",29.9,24.6,19.3,"0.259","0.439","0.33",38.5
"Lorenzen, Michael",547179,"PHI","SL","Slider",1,5,"552",23.3,"142","0.254","0.362","0.299",29.1,15.5,15.2,"0.301","0.487","0.363",46.8
"Alcantara, Sandy",645261,"MIA","SL","Slider",-0.3,-2,"548",20.1,"142","0.227","0.364","0.298",35.2,21.1,19.7,"0.251","0.387","0.304",35.3
"Walker, Ryan",676254,"SF","SL","Slider",-0.5,-3,"542",50.2,"142","0.248","0.473","0.349",41.9,35.9,23.8,"0.19","0.315","0.259",29.1
"Snell, Blake",605483,"SD","CH","Changeup",2.2,13,"584",18.4,"141","0.185","0.266","0.259",46.8,18.4,26.3,"0.206","0.295","0.276",15.3
"Whitlock, Garrett",676477,"BOS","SIFT","Sinker",-0.5,-3,"624",52.2,"141","0.331","0.546","0.402",18.5,16.3,12.8,"0.315","0.553","0.391",45.4
"Martinez, Nick",607259,"SD","CH","Changeup",2,10,"504",28.8,"141","0.158","0.226","0.193",46.5,35.5,26.7,"0.174","0.257","0.21",17.9
"Miley, Wade",489119,"MIL","CH","Changeup",0,0,"460",24.6,"141","0.219","0.281","0.278",23.9,15.6,15.3,"0.228","0.287","0.267",25.2
